Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
Biotangents,https://www.crunchbase.com/organization/biotangents,Biotechnology,"Penicuik, Midlothian, United Kingdom",Biotangents develop pen-side diagnostic devices to detect infectious diseases in livestock quickly.,info@biotangents.co.uk,131 514 0871,,For Profit,1,Seed,"£326,000",2017-09-13,Seed,"£326,000","Biotechnology, Science and Engineering",Private
Geneius Laboratories,https://www.crunchbase.com/organization/geneius-laboratories,"Analytics, Biotechnology, Pharmaceutical","Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom",Geneius Laboratories,info@geneiuslabs.com,+8451120112,http://geneiuslabs.co.uk,For Profit,2,Seed,"£301,433",2011-05-24,Seed,"£651,433","Biotechnology, Data and Analytics, Health Care, Science and Engineering",Private
Theranosis Life Sciences,https://www.crunchbase.com/organization/theranosis-life-sciences,"Biotechnology, Health Care, Life Science, Medical Device","Hyderabad, Andhra Pradesh, India",A fully functioning cell culture facility and molecular biology setup.,,+91-8886233344,https://theranosis.com/,,1,Seed,,2018-06-11,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
nanoScale Biomagnetics,https://www.crunchbase.com/organization/nanoscale-biomagnetics,"Biotechnology, Nanotechnology","Zaragoza, Aragon, Spain",nanoScale Biomagnetics is an instrumentation designer and manufacturer.,contact@nbnanoscale.com,34 976 74 17 14,http://www.nbnanoscale.com,,1,Seed,"€400,000",2009-09-21,Seed,"€400,000","Biotechnology, Science and Engineering",Private
HumanCentric Performance,https://www.crunchbase.com/organization/humancentric-performance,"Biotechnology, Fitness, Health Care","Poway, California, United States",HumanCentric Performance focuses on improving the performance and protection of athletes and others who perform in high heat conditions.,aford@humancentricperformance.com,(858) 722-3118,http://humancentricperformance.com,,1,Seed,"$400,000",2012-12-30,Seed,"$400,000","Biotechnology, Health Care, Science and Engineering, Sports",Private
Intentiva,https://www.crunchbase.com/organization/intentiva,"Biotechnology, Machine Learning","San Diego, California, United States",Intentiva Inc. was founded in 2012 as a vehicle for bringing the latest developments in computational neuroscience and machine learning,info@intentivecom.com,(858) 455-0855,http://intentiva.com,,1,Seed,"$25,000",2014-01-13,Seed,"$25,000","Artificial Intelligence, Biotechnology, Data and Analytics, Science and Engineering, Software",Private
Clear Advantage Collar,https://www.crunchbase.com/organization/clear-advantage-collar,"Biotechnology, Medical, Medical Device","Eagan, Minnesota, United States",Clear Advantage Collar is a company that produces and markets cervical collars for easy palpation and access.,info@birdcronin.com,704-302-1123,http://theclearcollar.com,,1,Seed,"$360,000",2011-09-20,Seed,"$360,000","Biotechnology, Health Care, Science and Engineering",Private
NeuroInterventional Therapeutics,https://www.crunchbase.com/organization/neurointerventional-therapeutics,"Biotechnology, Manufacturing, Medical Device","Pittsburgh, Pennsylvania, United States","Advanced systems to restore blood flow to blocked cerebral vessels, and where necessary, deliver therapeutics to the diseased.",,412-201-7370,http://www.neurointerventions.com,For Profit,2,Seed,,2010-06-10,Seed,"$85,000","Biotechnology, Health Care, Manufacturing, Science and Engineering",Private
Ecelles Carson,https://www.crunchbase.com/organization/ecelles-carson,"Biotechnology, Finance, Stock Exchanges","New York, New York, United States","Ecelles Carson is an investment management firm based in New York City, New York.",ecellescarson@gmx.com,,,,1,Seed,"$1,500,000",2011-08-01,Seed,"$1,500,000","Biotechnology, Financial Services, Lending and Investments, Science and Engineering",Private
Newco Wound Care,https://www.crunchbase.com/organization/newco-wound-care,Biotechnology,"High Point, North Carolina, United States",A Biotech Company.,,(336) 210-6928,,,1,Seed,"$360,000",2017-06-20,Seed,"$360,000","Biotechnology, Science and Engineering",Private
Promiliad Biopharma,https://www.crunchbase.com/organization/promiliad-biopharma,"Biotechnology, Medical Device","Alberton, Montana, United States",Promiliad Biopharma is an innovative drug discovery company that creates novel natural product-like small molecules.,info@mail.promiliad.com,(406)864-0022,http://www.promiliad.com/,For Profit,1,Seed,"$450,000",2011-09-11,Seed,"$450,000","Biotechnology, Health Care, Science and Engineering",Private
Isolation Sciences,https://www.crunchbase.com/organization/isolation-sciences,Biotechnology,"Buffalo, New York, United States",Isolation Sciences is a developer of energy and safety risk management isolation and containment products.,cakers@isolationsciences.com,716-984-9220 ,http://www.isolationsciences.com,,3,Seed,"$25,000",2010-08-01,Seed,"$212,000","Biotechnology, Science and Engineering",Private
NURO CORP.,https://www.crunchbase.com/organization/nuro-corp,"Biotechnology, Medical, Neuroscience","Waterloo, Ontario, Canada","NURO is a Waterloo scale-up specializing in Neuroscience and Neurotechnology. NURO is the manufacturer of NUOS, the Neural Operating System.",hello@nuro.ca,,http://www.nuro.ca,For Profit,2,Seed,,2017-11-27,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Jungla Inc.,https://www.crunchbase.com/organization/jungla,"Biotechnology, Genetics, Health Care, Health Diagnostics","South San Francisco, California, United States",We increasingly look to our genomes for answers. Jungla is committed to ensuring we find them.,,,http://jungla.bio,For Profit,2,Seed,,2016-11-03,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Streamline Genomics,https://www.crunchbase.com/organization/streamline-genomics,Biotechnology,"Montréal, Quebec, Canada",Streamline Genomics is a platform to help clinicians and researchers benefit from genomic sequencing.,info@streamlinegenomics.com,,http://www.streamlinegenomics.com,For Profit,1,Seed,,2018-01-26,Seed,,"Biotechnology, Science and Engineering",Private
Western PCA Clinics,https://www.crunchbase.com/organization/western-pca-clinics,"Biotechnology, Medical, Medical Device","Scottsdale, Arizona, United States","Western PCA Clinics is a biotechnology company based in Scottsdale, Arizona.",,,http://pcahealth.com,,1,Seed,"$225,000",2011-12-08,Seed,"$225,000","Biotechnology, Health Care, Science and Engineering",Private
Poly6 Technologies,https://www.crunchbase.com/organization/poly6-technologies,"Aerospace, Biotechnology, Manufacturing","Boston, Massachusetts, United States",Our process intelligent materials offer digital manufacturing solutions to existing production within some of the most complex industries. ,info@poly6.com,,http://www.poly6.com/,For Profit,2,Seed,,2017-09-01,Seed,,"Biotechnology, Manufacturing, Science and Engineering",Private
Evozym Biologics,https://www.crunchbase.com/organization/evozym-biologics,"Biotechnology, Genetics","Lewes, Delaware, United States",Evozym Biologics develops a platform technology that utilizes evolutionary biology to transform gene profiles into novel proteins.,info@evozym.com,302-249-5458,http://evozym.com,,1,Seed,"$600,000",2011-12-09,Seed,"$600,000","Biotechnology, Health Care, Science and Engineering",Private
Proteorex Therapeutics Inc.,https://www.crunchbase.com/organization/proteorex-therapeutics-inc,"Biotechnology, Medical, Pharmaceutical","Toronto, Ontario, Canada",Expanding horizons to find cures,,,http://www.proteorex.com,For Profit,1,Seed,,2017-05-25,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
Dahlia Biosciences,https://www.crunchbase.com/organization/dahlia-biosciences,"Biotechnology, Health Care, Medical","San Francisco, California, United States",Dahlia Biosciences is the next generation of multiplexed in situ single-cell RNA analysis tools for research and diagnostic applications.,,,,For Profit,1,Seed,,2017-11-07,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
zPREDICTA,https://www.crunchbase.com/organization/ixchel-scientific,"Artificial Intelligence, Biotechnology, Clinical Trials, Health Care, Machine Learning","San Jose, California, United States",The mission of zPREDICTA is to automate drug development.,info@zpredicta.com,,http://zpredicta.com,For Profit,1,Seed,,2015-09-01,Seed,,"Artificial Intelligence, Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",Private
Chimera Bioengineering,https://www.crunchbase.com/organization/chimera-bioengineering,"Bioinformatics, Biotechnology, Genetics","South San Francisco, California, United States","Chimera solves the challenges of CARs with drug-responsive gene regulators, which allow us to re-program of the immune system.",,(310)497-0736,http://www.chimera.bio/,For Profit,2,Seed,,2017-08-25,Seed,,"Biotechnology, Data and Analytics, Health Care, Science and Engineering",Private
Luminist,https://www.crunchbase.com/organization/luminist,"Biotechnology, Health Care, Health Diagnostics","Newark, California, United States",Luminist is transforming biochemical data into vital health information.,storm@luministlabs.com,,http://luministlabs.com,For Profit,1,Seed,,2016-03-22,Seed,,"Biotechnology, Health Care, Science and Engineering",Private
EvolveMol,https://www.crunchbase.com/organization/evolvemol,Biotechnology,"Berkeley, California, United States",Imagine for a moment that producing fuel or complex pharmaceuticals was as simple as brewing beer.,contact@evolvemol.com,8882283026,http://www.evolvemol.com,,1,Seed,"$40,000",2011-07-20,Seed,"$40,000","Biotechnology, Science and Engineering",Private
JK BioPharma Solutions,https://www.crunchbase.com/organization/jk-biopharma-solutions,"Biopharma, Biotechnology, Health Care","Potomac, Maryland, United States","JK BioPharma Solutions operates in the healthcare industry, focusing on biotechnology business.",,2402423372,http://jkbiopharma.com,,1,Seed,"$50,000",2013-10-29,Seed,"$50,000","Biotechnology, Health Care, Science and Engineering",Private
OncoHoldings,https://www.crunchbase.com/organization/oncoholdings,"Biotechnology, Clinical Trials, Pharmaceutical","Syracuse, New York, United States","OncoHoldings, Inc., a pharmaceutical company, develops preclinical and early clinical anti-cancer agents.",,315-420-0480,http://oncoholdings.com,,1,Seed,"$182,500",2010-10-15,Seed,"$182,500","Biotechnology, Health Care, Science and Engineering",Private
"Artveoli, Inc.",https://www.crunchbase.com/organization/artveoli-inc,"Biotechnology, CleanTech, Hardware, Internet of Things","San Jose, California, United States","Hardware start-up making smart, connected Air Panels that improve indoor air by removing CO2 and producing Oxygen.",contact@artveoli.com,(650)427-0894,http://www.artveoli.com,For Profit,2,Seed,,2017-12-20,Seed,,"Biotechnology, Hardware, Internet Services, Science and Engineering, Sustainability",Private
CinderBio,https://www.crunchbase.com/organization/cinderbio,"Biotechnology, Chemical, Water","Berkeley, California, United States",CinderBio enzymes are made from amazing microbes that thrive in hot volcanic waters around the globe.,info@cinderbio.com,,http://cinderbio.com/,For Profit,2,Seed,,2017-04-25,Seed,,"Biotechnology, Natural Resources, Science and Engineering",Private
Twin Star ECS,https://www.crunchbase.com/organization/twin-star-ecs,"Biotechnology, Medical, Pharmaceutical","Minneapolis, Minnesota, United States","Twin Star ECS, Inc. develops and markets extremity compartment syndrome monitoring systems. It offers Twin Star ECS System, a diagnostic",,612-325-2537,http://twinstarecs.com,,1,Seed,"$95,000",2010-12-03,Seed,"$95,000","Biotechnology, Health Care, Science and Engineering",Private
Applied Bioresearch,https://www.crunchbase.com/organization/applied-bioresearch,"Biotechnology, Developer Platform, Pharmaceutical","Draper, Utah, United States","Applied Bio Research is dedicated to the discovery, development, and commercialization of novel, environmentally friendly biotechnology.",prof.jassim@yahoo.co.uk,801-514-5786,http://www.appliedbioresearch.co,,1,Seed,"$250,000",2012-09-07,Seed,"$250,000","Biotechnology, Health Care, Science and Engineering, Software",Private
Hoba Therapeutics,https://www.crunchbase.com/organization/hoba-therapeutics,"Biotechnology, Health Care, Pharmaceutical","Copenhagen, Hovedstaden, Denmark",Hoba Therapeutics is developing a new therapeutic protein for the treatment of neuropathic pain.,,,,,1,Seed,"$2,000,000",2016-12-05,Seed,"$2,000,000","Biotechnology, Health Care, Science and Engineering",Private
BIOMAE,https://www.crunchbase.com/organization/biomae,"Biometrics, Biotechnology","Gaillard, Rhone-Alpes, France",BIOMAE provides Biomonitoring tools to measure contamination and toxicity of aquatic environments.,,+04 74 61 17 42,http://www.biomae.com,,1,Seed,"€850,000",2015-03-13,Seed,"€850,000","Biotechnology, Data and Analytics, Science and Engineering",Private
Metagenomix,https://www.crunchbase.com/organization/metagenomix,Biotechnology,"Branford, Connecticut, United States",Metagenomix is an early-stage biotechnology company developing novel methods of screening microbes for pharmacologically-active compounds.,,,,,1,Seed,"$700,000",2010-04-13,Seed,"$700,000","Biotechnology, Science and Engineering",Private
