Organization Name,Organization Name URL,Categories,Headquarters Location,Description,Contact Email,Phone Number,Website,Company Type,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,Category Groups,IPO Status
GlobeImmune,https://www.crunchbase.com/organization/globeimmune,"Biotechnology, Medical, Therapeutics","Louisville, Colorado, United States","GlobeImmune offers Tarmogens, a targeted molecular immunotherapy for the treatment of cancer and infectious diseases.",,3036252710,http://www.globeimmune.com,,10,IPO,"$391,730",2014-03-12,Venture - Series Unknown,"$135,956,440","Biotechnology, Health Care, Science and Engineering",Public
Celcuity,https://www.crunchbase.com/organization/celcuity,"Biotechnology, Health Diagnostics, Therapeutics","Hamel, Minnesota, United States",Celcuity was founded in 2012 to transform care for patients with cancer or autoimmune disease.,,763-473-0341,http://celcuity.com,,5,IPO,"$2,587,500",2017-05-19,Convertible Note,"$17,837,500","Biotechnology, Health Care, Science and Engineering",Public
Diffusion Pharmaceuticals,https://www.crunchbase.com/organization/diffusion-pharmaceuticals,"Biotechnology, Health Care, Therapeutics","Charlottesville, Virginia, United States",Diffusion Pharmaceuticals develops small molecule therapeutics for treating life-threatening medical conditions.,info@diffusionpharma.com,4342200722,http://www.diffusionpharma.com,,9,IPO,"$4,531,250",2015-06-18,Venture - Series Unknown,"$32,458,447","Biotechnology, Health Care, Science and Engineering",Public
Onxeo,https://www.crunchbase.com/organization/onxeo,"Biopharma, Biotechnology, Pharmaceutical","Paris, Ile-de-France, France",Onxeo is a biotechnology company that develops of drugs for oncology.,contact@onxeo.com,+330145587600,http://onxeo.com,For Profit,1,IPO,"€15,000,000",2017-06-20,Post-IPO Equity,"€15,000,000","Biotechnology, Health Care, Science and Engineering",Public
Newron Pharmaceuticals,https://www.crunchbase.com/organization/newron-pharmaceuticals,"Biopharma, Biotechnology, Medical","Bresso, Lombardia, Italy",Newron Pharmaceuticals S.p.A. is a biopharmaceutical company,info@newron.com,+39026103461,http://www.newron.com/en,For Profit,2,IPO,"$22,763,511",2015-04-30,Post-IPO Equity,"$31,137,778","Biotechnology, Health Care, Science and Engineering",Public
Mast Therapeutics,https://www.crunchbase.com/organization/mast-therapeutics,Biotechnology,"San Diego, California, United States","Mast Therapeutics is a biopharmaceutical company developing novel, clinical-stage therapies for serious or life-threatening diseases.",info@mastthera.com,(858)794-4956,http://masttherapeutics.com,For Profit,2,IPO,"$8,000,000",2016-02-16,Post-IPO Equity,"$8,000,000","Biotechnology, Science and Engineering",Public
BioCancell Therapeutic Inc,https://www.crunchbase.com/organization/biocancell-therapeutic-inc,"Biotechnology, Health Care, Medical Device","Jerusalem, Yerushalayim, Israel",BioCancell is a clinical-stage biopharmaceutical company focused on the discovery,info@biocancell.com,+972-2-548-6555,http://www.biocancell.com/,For Profit,2,IPO,"$23,000,000",2018-04-13,Post-IPO Equity,"$29,000,000","Biotechnology, Health Care, Science and Engineering",Public
OncoVista Innovative Therapies,https://www.crunchbase.com/organization/oncovista-innovative-therapies,"Biotechnology, Health Diagnostics, Therapeutics","San Antonio, Texas, United States",OncoVista Innovative Therapies engages in developing anticancer therapies by utilizing tumor-associated biomarkers.,info@oncovista.com,210-677-6000,http://www.oncovista.com,,2,IPO,,2015-11-03,Venture - Series Unknown,"$65,000,000","Biotechnology, Health Care, Science and Engineering",Public
DorsaVI,https://www.crunchbase.com/organization/dorsavi,"Biopharma, Biotechnology, Medical","Melbourne, Victoria, Australia",DorsaVi is a biotechnology company developing innovative motion analysis device technologies.,info@dorsavi.com,+61 7202353131,http://www.dorsavi.com,,2,IPO,"$5,000,000",2011-08-30,Venture - Series Unknown,"$5,000,000","Biotechnology, Health Care, Science and Engineering",Public
MediWound,https://www.crunchbase.com/organization/mediwound,"Biotechnology, Manufacturing, Medical Device","Yavne, HaMerkaz, Israel","MediWound, a biotechnology specialty company, is focused on developing, manufacturing and commercializing innovative wound care products.",info@mediwound.com,(972) 779-7141,http://mediwound.com,For Profit,2,IPO,"$22,000,000",2017-09-19,Post-IPO Equity,"$40,000,000","Biotechnology, Health Care, Manufacturing, Science and Engineering",Public
AIT,https://www.crunchbase.com/organization/ait,"Biotechnology, Developer Platform, Therapeutics","Petah Tiqwa, HaMerkaz, Israel",AIT is a biotechnology company focused on the development of drugs for the treatment of lung infections.,racheli@ait-pharm.com,972 5 25659922,http://ait-pharm.com,,3,IPO,"$9,800,000",2018-02-27,Post-IPO Equity,"$21,250,000","Biotechnology, Health Care, Science and Engineering, Software",Public
Repligen,https://www.crunchbase.com/organization/repligen,"Biotechnology, Consumer Goods, Pharmaceutical","Waltham, Massachusetts, United States",Repligen is a biopharmaceutical company developing consumable products for the manufacture of biological drugs.,investors@repligen.com,781-250-0111,http://www.repligen.com,For Profit,2,IPO,"$4,000,000",2014-06-18,Venture - Series Unknown,"$5,400,000","Biotechnology, Consumer Goods, Health Care, Science and Engineering",Public
Bone Therapeutics,https://www.crunchbase.com/organization/bone-therapeutics,"Biotechnology, Health Care, Health Diagnostics","Gosselies, Hainaut, Belgium",Bone Therapeutics is a biopharmaceutical company developing cell therapy products for the treatment of osteo-articular diseases.,info@bonetherapeutics.com,+32 2 529 59 90,http://www.bonetherapeutics.eu,For Profit,2,IPO,"€19,450,000",2018-03-03,Post-IPO Debt,"€27,150,000","Biotechnology, Health Care, Science and Engineering",Public
Curis,https://www.crunchbase.com/organization/curis,"Biotechnology, Health Care, Medical","Cambridge, Massachusetts, United States","Curis develops Erivedge, a capsule manufactured for the treatment of adults with skin cancer.",info@curis.com,19999999999,http://www.curis.com/index.php,,3,IPO,"$6,000,000",2011-12-23,Venture - Series Unknown,"$22,000,000","Biotechnology, Health Care, Science and Engineering",Public
Fermentalg,https://www.crunchbase.com/organization/fermentalg,"Biotechnology, Energy, Health Care","Libourne, Aquitaine, France","Fermentalg is engaged in the production of micro-algae for the agrifood, healthcare and energy markets.",contact@fermentalg.com,,http://www.fermentalg.com,,3,IPO,"€12,000,000",2013-09-17,Series C,"$26,123,051","Biotechnology, Energy, Health Care, Science and Engineering",Public
Novo Nordisk,https://www.crunchbase.com/organization/novonordisk,"Biotechnology, Construction, Health Care, Manufacturing","Bagsværd, Hovedstaden, Denmark",Novo Nordisk is a global healthcare company with more than 90 years of innovation and leadership in diabetes care.,webmasters@novonordisk.com,+45 44 44 88 88,http://www.novonordisk.com/,For Profit,,IPO,,,,,"Biotechnology, Health Care, Manufacturing, Real Estate, Science and Engineering",Public
Spring Bank Pharmaceuticals,https://www.crunchbase.com/organization/spring-bank-pharmaceuticals,"Biotechnology, Health Care, Pharmaceutical","Milford, Massachusetts, United States",Spring Bank Pharmaceuticals is a discovery company developing a new class of pharmaceuticals called small molecule nucleic acid hybrids.,info@springbankpharm.com,(508) 473-5993,http://www.springbankpharm.com,For Profit,4,IPO,"$11,562,168",2015-01-13,Venture - Series Unknown,"$25,995,418","Biotechnology, Health Care, Science and Engineering",Public
Addex Therapeutics,https://www.crunchbase.com/organization/addex-therapeutics,"Biotechnology, Health Care, Medical, Pharmaceutical","Plan-les-ouates, Geneve, Switzerland",Addex Therapeutics is a biopharmaceutical company.,info@addextherapeutics.com,+41228841555,http://addextherapeutics.com,For Profit,6,IPO,"$835,000",2017-01-31,Grant,"$95,212,782","Biotechnology, Health Care, Science and Engineering",Public
Knight Therapeutics,https://www.crunchbase.com/organization/knight-therapeutics,"Biotechnology, Medical, Pharmaceutical","Westmount, Quebec, Canada","Knight Therapeutics Inc., headquartered in Montreal, Canada, is a specialty pharmaceutical company focused on acquiring or in-licensing",info@gud-knight.com,(514) 484-4483,http://gud-knight.com/en,For Profit,1,IPO,"$180,000,000",2014-04-10,Post-IPO Equity,"$180,000,000","Biotechnology, Health Care, Science and Engineering",Public
Asterias Biotherapeutics,https://www.crunchbase.com/organization/asterias-biotherapeutics,"Biotechnology, Life Science, Therapeutics","Menlo Park, California, United States","Asterias Biotherapeutics, Inc., a development stage biotechnology company.",News@asteriasbio.com,(650) 433-2900,http://asteriasbiotherapeutics.com/,For Profit,2,IPO,"$4,000,000",2015-02-23,Venture - Series Unknown,"$16,500,000","Biotechnology, Health Care, Science and Engineering",Public
NeuralStem,https://www.crunchbase.com/organization/neuralstem,"Biotechnology, Neuroscience, Therapeutics","Rockville, Maryland, United States","Neuralstem, a biotherapeutics company, aims to apply stem cell research and technology to treat diseases of the central nervous system.",,+30136649606,http://www.neuralstem.com,For Profit,4,IPO,"$20,000,000",2016-12-12,Venture - Series Unknown,"$24,358,000","Biotechnology, Health Care, Science and Engineering",Public
CorMedix,https://www.crunchbase.com/organization/cormedix,"Biotechnology, Health Care, Health Diagnostics","Bridgewater, New Jersey, United States","CorMedix is a specialty pharmaceutical company that develops products for the treatment of cardiac, renal and infectious diseases.",jdrumm@tiberend.com,908-517-9500,http://cormedix.com,,4,IPO,"$5,000,000",2017-11-09,Post-IPO Equity,"$11,469,973","Biotechnology, Health Care, Science and Engineering",Public
ESSA Pharma,https://www.crunchbase.com/organization/essa-pharma,"Biopharma, Biotechnology, Pharmaceutical","Vancouver, British Columbia, Canada",ESSA is a pharmaceutical company focused on the development of small molecule drugs for the treatment of cancer.,info@essapharma.com,(832)831-5958,http://essapharma.com,For Profit,4,IPO,"$5,000,000",2018-01-16,Post-IPO Equity,"$31,199,992","Biotechnology, Health Care, Science and Engineering",Public
CanFite BioPharma,https://www.crunchbase.com/organization/canfite-biopharma,"Biotechnology, Health Care, Medical","Petah Tiqva, HaMerkaz, Israel",Can-Fite BioPharma (TASE:CFBI; NYSE MKT:CANF) is an Israeli biopharmaceutical company with fully integrated pharmaceutical discovery and,info@canfite.co.il,+97239241114,http://www.canfite.com,For Profit,6,IPO,"$5,000,000",2017-01-23,Post-IPO Equity,"$48,000,002","Biotechnology, Health Care, Science and Engineering",Public
Probiodrug,https://www.crunchbase.com/organization/probiodrug,"Biopharma, Biotechnology, Therapeutics","Halle An Der Saale, Sachsen-Anhalt, Germany",Probiodrug is a biopharmaceutical company focused on the development of innovative small molecule drugs.,info@probiodrug.de,(493) 455-5599,http://www.probiodrug.de,For Profit,3,IPO,"€15,000,000",2012-01-04,Venture - Series Unknown,"$94,009,862","Biotechnology, Health Care, Science and Engineering",Public
VBL THERAPEUTICS,https://www.crunchbase.com/organization/vbl-therapeutics,"Biotechnology, Genetics, Health Care, Medical","Or Yehuda, Tel Aviv, Israel","VBL Therapeutics is an innovative and diversified, clinical stage biotechnology company",businessdev@vblrx.com,+97236346450,http://www.vblrx.com/,For Profit,1,IPO,"₪8,750,000",2017-06-08,Grant,"₪8,750,000","Biotechnology, Health Care, Science and Engineering",Public
PharmaCyte Biotech,https://www.crunchbase.com/organization/pharmacyte-biotech,"Biotechnology, Clinical Trials, Health Care, Medical, Medical Device","Laguna Hills, California, United States",PharmaCyte Biotech is a clinical stage biotechnology company focused on developing and preparing to commercialize treatments for cancer.,info@PharmaCyte.com,(917)595-2850,http://www.pharmacytebiotech.com/,For Profit,2,IPO,"$1,000,000",2016-01-15,Post-IPO Equity,"$2,136,000","Biotechnology, Health Care, Science and Engineering",Public
Cytodyn,https://www.crunchbase.com/organization/cytodyn,"Biotechnology, Pharmaceutical, Therapeutics","Lake Oswego, Oregon, United States",CytoDyn is a biotechnology company focused on the development of new therapies to combat infections with immune deficiency viruses.,jprocter@mcbeestrategic.com,(360) 980-8524,http://cytodyn.com,For Profit,10,IPO,"$4,301,500",2016-05-11,Venture - Series Unknown,"$71,815,325","Biotechnology, Health Care, Science and Engineering",Public
Anavex,https://www.crunchbase.com/organization/anavex,"Biopharma, Biotechnology, Therapeutics","New York, New York, United States",Anavex is a biopharmaceutical company developing drugs for the treatment of cancer and neurological diseases.,info@anavex.com,14164890092,http://anavex.com,For Profit,2,IPO,"$10,000,000",2014-03-19,Post-IPO Debt,"$12,600,000","Biotechnology, Health Care, Science and Engineering",Public
pSivida,https://www.crunchbase.com/organization/psivida,"Biotechnology, Developer Platform, Medical","Watertown, Massachusetts, United States",pSivida develops MEM and nanotechnology applications for use in the biomedical sector.,info@psivida.com,(617) 926-5000,http://www.psivida.com,For Profit,3,IPO,"$7,000,000",2014-03-13,Post-IPO Equity,"$57,800,000","Biotechnology, Health Care, Science and Engineering, Software",Public
Celsion,https://www.crunchbase.com/organization/celsion,"Biotechnology, Health Care, Therapeutics","Lawrenceville, New Jersey, United States","Celsion is a biopharmaceutical company which develops innovative, targeted therapies that address unmet medical needs in oncology.",celsion@celsion.com,609-896-9100,http://celsion.com,For Profit,3,IPO,"$5,070,000",2015-06-05,Post-IPO Debt,"$13,789,744","Biotechnology, Health Care, Science and Engineering",Public
