Organization Name,Organization Name URL,Categories,Category Groups,Description,Website,Number of Funding Rounds,Funding Status,Last Funding Amount,Last Funding Date,Last Funding Type,Total Funding Amount,IPO Status
Abreos Biosciences,https://www.crunchbase.com/organization/abreos-biosciences,"Biotechnology, Clinical Trials, Medical","Biotechnology, Health Care, Science and Engineering",Abreos Biosciences develops lateral flow assays that measure the activity of high value biologics,http://abreos.com/,3,Seed,,5/1/17,Grant,"$900,000 ",Private
Centauri Therapeutics,https://www.crunchbase.com/organization/centauri-therapeutics,"Biotechnology, Genetics, Medical, Therapeutics","Biotechnology, Health Care, Science and Engineering",Centauri Therapeutics is a UK-based biotechnology company focused on the discovery and development of life threatening diseases.,http://www.centauritherapeutics.com,3,Seed,"£945,000",9/11/17,Grant,"£6,445,000",Private
EpiVax,https://www.crunchbase.com/organization/epivax,"Analytics, Biotechnology, Pharmaceutical","Biotechnology, Data and Analytics, Health Care, Science and Engineering",EpiVax is an immunology company developing comprehensive analytical capabilities in the field of computational immunology.,http://www.epivax.com,9,Seed,"$600,000 ",9/12/16,Grant,"$4,271,000 ",Private
Akermin,https://www.crunchbase.com/organization/akermin,"Biotechnology, Sensor, Wireless","Biotechnology, Hardware, Mobile, Science and Engineering",Akermin focuses on developing commercial applications in wireless sensors for military uses.,http://www.akermin.com,9,,"$3,000,000 ",10/21/13,Grant,"$25,479,694 ",Private
Ovizio,https://www.crunchbase.com/organization/ovizio,"3D Technology, Biotechnology, Software","Biotechnology, Hardware, Science and Engineering, Software",Ovizio is on a mission to design efficient microscopy solutions for lifesciences applications.,http://www.ovizio.com/,2,,"€50,000",1/1/17,Grant,"€8,050,000",Private
amcure,https://www.crunchbase.com/organization/amcure,Biotechnology,"Biotechnology, Science and Engineering",amcure is engaged in the research and development of compounds for angiogenesis and metastasis inhibition.,http://amcure.com,3,Early Stage Venture,"€1,750,000",8/31/17,Grant,"€12,750,000",Private
PB&B Ltd.,https://www.crunchbase.com/organization/pb-b-ltd-,"Biotechnology, Cosmetic Surgery, Medical Device","Biotechnology, Health Care, Science and Engineering",PB&B is a life sciences startup developing a new generation of fillers and soft tissue remodeling injections for plastic surgeons.,http://www.pbbtech.com,4,,"€50,000",12/18/17,Grant,"$3,703,564 ",Private
NeuroCog Trials,https://www.crunchbase.com/organization/neurocog-trials,"Biotechnology, Pharmaceutical, Therapeutics","Biotechnology, Health Care, Science and Engineering",NeuroCog Trials is the leading cognition services company for the pharmaceutical industry.,http://www.neurocogtrials.com/,1,,"$1,400,000 ",5/19/16,Grant,"$1,400,000 ",Private
Levicept,https://www.crunchbase.com/organization/levicept,"Biopharma, Biotechnology, Medical Device","Biotechnology, Health Care, Science and Engineering",Levicept Ltd. develops biological agent for the treatment of chronic pain,http://www.levicept.com/,2,Early Stage Venture,"£2,400,000",10/8/14,Grant,"£12,400,000",Private
Sway Medical Technologies,https://www.crunchbase.com/organization/sway-medical-technologies,"Biotechnology, Software","Biotechnology, Science and Engineering, Software","Sway develops an FDA-cleared mobile software application that monitors signs of musculoskeletal, neurological and vestibular dysfunction.",http://swaymedical.com,2,Early Stage Venture,,2/6/18,Grant,"$750,000 ",Private
Transposagen Biopharmaceuticals,https://www.crunchbase.com/organization/transposagen-biopharmaceuticals,"Biotechnology, Health Care, Medical","Biotechnology, Health Care, Science and Engineering",Transposagen Biopharmaceuticals provides animal models of human diseases for drug discovery and development.,http://www.transposagenbio.com,3,,"$4,300,000 ",6/21/13,Grant,"$5,380,000 ",Private
Longevity Biotech,https://www.crunchbase.com/organization/longevity-biotech,"Biotechnology, Pharmaceutical, Therapeutics","Biotechnology, Health Care, Science and Engineering",Longevity Biotech develops a new class of therapeutics via artificial protein technology that focuses on pharmaceutical preparation.,http://www.longevitybiotech.com,3,,"$316,384 ",11/9/17,Grant,"$836,384 ",Private
Donald Danforth Plant Science Center,https://www.crunchbase.com/organization/donald-danforth-plant-science-center,Biotechnology,"Biotechnology, Science and Engineering",Donald Danforth Plant Science Center is a non-profit research institute developing plant science solutions to improve human conditions.,http://www.danforthcenter.org,3,,"$16,000,000 ",10/2/17,Grant,"$23,100,000 ",Private
Immunovia,https://www.crunchbase.com/organization/immunovia,"Biotechnology, Clinical Trials, Health Diagnostics","Biotechnology, Health Care, Science and Engineering","Immunovia is the center for translational cancer research in Lund, Sweden.",http://immunovia.com/,2,,"SEK4,900,000",10/30/17,Grant,"$5,225,198 ",Private
Domain Therapeutics,https://www.crunchbase.com/organization/domain-therapeutics,"Biotechnology, Health Care, Therapeutics","Biotechnology, Health Care, Science and Engineering",Domain Therapeutics develops small molecules targeting G-coupled protein receptors.,http://www.domaintherapeutics.com,6,,"$230,000 ",4/14/14,Grant,"$37,622,658 ",Private
Mologic,https://www.crunchbase.com/organization/mologic,Biotechnology,"Biotechnology, Science and Engineering",Mologic is a UK-based developer of point-of-care diagnostic devices,http://mologic.co.uk/,2,,"$4,800,000 ",12/19/16,Grant,"$9,392,752 ",Private
BioSTL,https://www.crunchbase.com/organization/biostl,"Biotechnology, Life Science, Medical","Biotechnology, Health Care, Science and Engineering","BioSTL builds regional capacity and fosters collaborative efforts to advance innovation,",http://biostl.org/,1,,"$30,000,000 ",7/23/14,Grant,"$30,000,000 ",Private
VitamFero,https://www.crunchbase.com/organization/vitamfero,"Agriculture, AgTech, Biotechnology","Agriculture and Farming, Biotechnology, Science and Engineering","VitamFero SA is a privately held biotech company whose mission, founded on an innovative and patented technology.",http://www.vitamfero.com/en/,3,Late Stage Venture,"€50,000",3/1/16,Grant,"€7,050,000",Private
Novoron Bioscience,https://www.crunchbase.com/organization/novoron-bioscience,"Biotechnology, Neuroscience, Pharmaceutical","Biotechnology, Health Care, Science and Engineering",A biotechnology company focused on developing pharmaceutical therapies for nerve regeneration in the central nervous system.,http://www.novoron.com/,6,,"$680,000 ",12/22/15,Grant,"$1,274,609 ",Private
Centerline Biomedical,https://www.crunchbase.com/organization/centerline-biomedical,"Biotechnology, Health Care, Medical, Navigation","Biotechnology, Health Care, Navigation and Mapping, Science and Engineering","Centerline Biomedical, a Cleveland Clinic spin-off, is developing an innovative system",http://centerlinebiomed.com/,2,Seed,,5/1/17,Grant,"$1,700,000 ",Private
ImmuVen,https://www.crunchbase.com/organization/immuven,"Biotechnology, Life Science, Pharmaceutical","Biotechnology, Health Care, Science and Engineering","ImmuVen develops drugs to treat infectious diseases, cancer, and autoimmune disorders.",http://www.immuven.com,3,M&A,"$1,680,000 ",5/1/12,Grant,"$1,930,000 ",Private
Integrated BioTherapeutics,https://www.crunchbase.com/organization/integrated-biotherapeutics,Biotechnology,"Biotechnology, Science and Engineering",A biotechnology company focused on the discovery of novel vaccines and therapeutics for emerging infectious diseases.,http://www.integratedbiotherapeutics.com,1,,"$6,600,000 ",8/2/17,Grant,"$6,600,000 ",Private
Hepregen,https://www.crunchbase.com/organization/hepregen,Biotechnology,"Biotechnology, Science and Engineering",Hepregen Corporation is a biotechnology company that focuses on understanding the metabolism of drugs in the liver.,http://www.hepregen.com,4,Early Stage Venture,"$500,000 ",6/27/12,Grant,"$4,500,000 ",Private
nLife Therapeutics,https://www.crunchbase.com/organization/nlife-therapeutics,"Biotechnology, Ediscovery","Biotechnology, Internet Services, Science and Engineering",nLife Therapeutics is a biopharmaceutical development company that develops treatments for CNS diseases.,http://www.n-life.es/,3,,"$350,000 ",9/24/14,Grant,"$9,689,655 ",Private
2cureX,https://www.crunchbase.com/organization/2curex,"Biotechnology, Medical, Therapeutics","Biotechnology, Health Care, Science and Engineering",2cureX operates as a medtech company in Denmark.,https://www.2curex.com/,1,,"€2,986,699",2/1/18,Grant,"€2,986,699",Private
ENT Biotech Solutions,https://www.crunchbase.com/organization/ent-biotech-solutions,"Biotechnology, Health Care, Venture Capital","Biotechnology, Financial Services, Health Care, Lending and Investments, Science and Engineering",ENT Biotech Solutions is a venture developing a novel medical device.,http://entbiotechsolutions.com,3,,"$100,000 ",9/30/16,Grant,"$2,140,000 ",Private
Spira,https://www.crunchbase.com/organization/spira,"Agriculture, Biotechnology, Food Processing, Nutrition","Agriculture and Farming, Biotechnology, Food and Beverage, Health Care, Science and Engineering",Spira grows microalgae with food technology that enables nutrition anywhere effortlessly while absorbing carbon from the atmosphere.,https://www.livespira.com/,4,Seed,"$10,000 ",7/13/17,Grant,"$130,000 ",Private
Ilya Pharma,https://www.crunchbase.com/organization/ilya-pharma,"Biotechnology, Medical, Pharmaceutical","Biotechnology, Health Care, Science and Engineering",Ilya Pharma develops the next-generation biological drugs for treating wounds in skin and mucosa.,http://www.ilyapharma.se/,2,,"€2,992,575",11/30/17,Grant,"$4,111,039 ",Private
Aphios,https://www.crunchbase.com/organization/aphios,"Biotechnology, Nanotechnology, Therapeutics","Biotechnology, Health Care, Science and Engineering","Aphios, a green biotechnology company, develops technology platforms for drug discovery, delivery, and safety.",http://www.aphios.com,1,,"$2,400,000 ",1/24/12,Grant,"$2,400,000 ",Private
ORF Genetics,https://www.crunchbase.com/organization/orf-genetics,"Biotechnology, Product Research","Biotechnology, Data and Analytics, Design, Science and Engineering",ORF Genetics is an innovative company that is committed to economically viable and enabling solutions.,http://www.orfgenetics.com,10,,"ISK12,500,000",3/1/13,Grant,"ISK210,644,000",Private
GliaCure,https://www.crunchbase.com/organization/gliacure,Biotechnology,"Biotechnology, Science and Engineering",GliaCure develops therapies for neurological and neuropsychiatric disorders based on glia targets.,http://gliacure.com,3,Early Stage Venture,"$1,000,000 ",3/17/15,Grant,"$9,550,000 ",Private
Glyscend,https://www.crunchbase.com/organization/glyscend,Biotechnology,"Biotechnology, Science and Engineering",Glyscend is dedicated to the development of a truly revolutionary approach to treating type 2 diabetes,http://www.glyscend.com/,1,,"$500,000 ",11/22/16,Grant,"$500,000 ",Private
eggXYt,https://www.crunchbase.com/organization/eggxyt,"Biotechnology, Developer Platform, Industrial","Biotechnology, Science and Engineering, Software",eggXYt is a biotechnology company that enables sex detection of chick embryos immediately after the eggs are laid.,https://www.eggxyt.com/,2,,"€50,000",3/1/17,Grant,"€50,000",Private
Hawaii Biotech,https://www.crunchbase.com/organization/hawaii-biotech,"Biotechnology, Health Care, Medical Device","Biotechnology, Health Care, Science and Engineering","Hawaii Biotech, Inc., a biotechnology company, focuses on the research and development of prophylactic vaccines for infectious diseases.",http://www.hibiotech.com,3,,"$7,400,000 ",2/5/14,Grant,"$12,445,000 ",Private
Mcule,https://www.crunchbase.com/organization/mcule,"Biotechnology, Cloud Infrastructure, Database","Biotechnology, Data and Analytics, Hardware, Internet Services, Science and Engineering, Software",Mcule.com is an online drug discovery platform for pharmaceutical and biotechnology companies. ,http://mcule.com,2,,"€1,408,163",8/1/17,Grant,"€1,458,163",Private
GlycoVaxyn,https://www.crunchbase.com/organization/glycovaxyn,"Biotechnology, Manufacturing, Pharmaceutical","Biotechnology, Health Care, Manufacturing, Science and Engineering",GlycoVaxyn develops and manufactures biological conjugation vaccines against bacterial infections utilizing recombinant DNA technology.,http://www.glycovaxyn.com/,4,M&A,"$3,400,000 ",5/4/10,Grant,"$34,302,849 ",Private
AB-BIOTICS,https://www.crunchbase.com/organization/ab-biotics,"Biotechnology, Health Care","Biotechnology, Health Care, Science and Engineering","AB-BIOTICS is a Spanish biotech company focused on research, development, protection and distribution of its own biotechnological solutions.",http://www.ab-biotics.com/,2,,"€50,000",10/1/17,Grant,"€650,000",Private
Celdara Medical,https://www.crunchbase.com/organization/celdara-medical,Biotechnology,"Biotechnology, Science and Engineering",Celdara Medical builds academic and early-stage innovations into high-potential medical companies,http://www.celdaramedical.com/,1,,"$1,700,000 ",11/17/15,Grant,"$1,700,000 ",Private
LipoCoat BV,https://www.crunchbase.com/organization/lipocoat-bv,"Biotechnology, Health Care, Medical, Medical Device","Biotechnology, Health Care, Science and Engineering",LipoCoat BV is a spin-off company from the University of Twente that develops bio-inspired coatings for healthcare.,http://www.lipocoat.com,2,Seed,"€50,000",12/1/17,Grant,"€950,000",Private
North Carolina Biotechnology Center,https://www.crunchbase.com/organization/north-carolina-biotechnology-center,"Biotechnology, Life Science, Non Profit","Biotechnology, Science and Engineering",North Carolina Biotechnology Center is a private company that works with university researchers in the field of biotechnology.,http://www.ncbiotech.org/,3,,"$4,000,000 ",2/28/17,Grant,"$6,033,000 ",Private
